10408.8,4565.29,8997.51,18246.4,3973.91
1044.51,536.038,907.395,3949.56,3126.7
12710,17433.8,9027.89,5877.47,9349.09
191.92,175.437,111.743,72.5826,57.0452
53.2,52.9477,56.1452,89.8541,69.2607
304.39,193.926,819.537,4281.72,724.338
5683.54,15720.3,5682.17,3548.33,10178.9
2701.74,3042.32,1561,796.698,281.221
1772.47,2108.5,3205.1,1133.63,185.885
51.41,49.4542,66.0337,89.5476,47.4404
76386.2,55641.6,69941.4,78960.6,71861.5
119.05,138.184,62.9191,80.9935,44.2672
9934.25,3510.2,7376.77,9902.37,1562.31
1268.29,1086.86,2327.41,4547.32,2336.87
6514.8,4141.44,9390.48,13245.6,6954.08
54.87,52.061,76.76,191.98,161.368
19709,32599.8,15510.8,7360.89,7339.8
4111.35,5433.21,4967.88,2533.28,2110.86
2873.64,1228.64,1441.77,4110.39,2851.89
31917.9,19260.9,54771.1,61958.5,22884.6
9957.49,6852.57,12647.9,13563.8,12266.7
8551.18,6753.22,8198.23,19089.7,5855.16
6841.57,5187.79,3540.97,4648.76,2085.15
3800.98,2392.31,3091.64,6016.75,10480.5
19765.1,16844.5,16550.3,28831.6,15017.9
2963.84,1543.32,11008.4,22890.9,19460.2
56.93,58.4663,68.118,97.0205,84.3499
2812.61,5157.09,2057.8,1073.47,1817.25
75.94,56.9979,70.9246,130.451,85.0238
58.59,59.6624,306.931,172.38,100.124
438.39,391.489,2011.81,12090.1,2407.34
3160.31,2506.12,3177.35,2719.7,616.763
63.87,60.5412,54.7596,132.278,107.422
9694.32,6735.82,12579.4,14529.6,6045.05
4755.16,4974.12,7102.97,5704,1509.77
4626.77,7020.4,3682.87,2121.72,3276.31
6785.65,7485.13,3726.92,2257.97,3902.07
197.6,315.067,135.733,76.2963,57.7913
55.27,49.5253,67.2416,91.1199,48.3765
3344.91,3153.81,6089.71,6833.16,2805.93
9159.96,6087.82,12521.6,14291.4,7174.37
52.89,78.8388,82.9902,48.7325,59.6402
3118.67,2804.79,8534.36,10591.9,9361.31
927.05,490.387,4076.66,6885.35,1009.4
67.37,59.1236,47.0028,56.2755,152.069
79.45,65.6014,137.49,1346.44,4219.24
62.36,55.1289,49.7384,107.617,63.7718
6071.78,7414.57,6582.55,6279.74,2347.53
4502.28,7247.88,6741.77,5731.19,3512.22
653.89,444.081,1001.8,2379.55,3057.26
5550.13,4949.99,10073.6,11728.3,5089.36
59.76,53.907,55.3991,60.5861,82.5737
42.76,48.3599,79.6124,66.8034,52.4503
92.54,66.4363,224.485,293.357,60.3967
75.82,259.401,297.428,85.3049,66.5074
63.37,59.1828,62.0546,94.0162,116.283
57.99,53.4333,80.788,133.205,95.9279
6148.29,9582.96,6074.98,4080.72,3158.2
102.69,59.1473,50.3305,62.1849,116.025
60.53,55.5472,52.8885,83.0709,53.8241
7817,2716.96,6432.6,7628.56,16026.4
2021.37,1831.93,2016.75,3759.02,946.216
1302.86,785.806,6579.7,6931.75,3088.99
65.57,130.937,58.0045,57.7499,53.6879
58.29,53.978,55.0675,51.9056,70.5812
55.33,62.8303,74.8883,1364.78,1229.24
50.54,41.4711,66.8863,747.123,499.986
13106.4,18161.7,29516,12809.7,1659.12
76.88,68.0232,82.8223,239.089,192.934
8437.93,8040.44,6794.72,7374.38,4617.71
5919.64,8423.43,4452.04,3104.21,4895.48
589.69,397.433,948.78,2917.37,2584.59
5084.32,3521.52,4291.77,3604.46,952.003
1529.24,456.934,1992.14,4079.54,1326.35
60.52,55.4347,68.2837,89.9412,58.5137
176.83,133.984,116.087,60.669,57.4242
41.11,41.4551,74.4622,43.9194,42.25
57.86,55.411,67.4666,90.1284,88.4684
45.75,54.28,72.8668,70.6759,43.7799
180.83,197.487,68.3311,58.5788,66.8153
5223.29,2829.17,5573.46,6860.68,6769.6
1859.31,1191.51,1901.69,3965.37,3607.52
41.93,48.3599,46.8962,88.6411,45.4159
146.99,122.418,99.0499,1958.08,2224.75
634.27,252.285,613.463,4604.8,3667.36
60.87,49.466,70.368,78.3703,53.3504
20016.6,20285.4,16126.2,7761,11441.2
40.11,46.7071,42.0408,39.2163,78.8285
7843.73,7633.99,18846,15405.7,17223.1
59.51,59.0466,53.2675,99.7976,114.536
5855.92,4395.84,5045.37,9594.56,4189.06
61.71,54.9046,143.384,71.345,125.704
81.94,86.727,327.206,138.452,56.8794
57649.2,73015.2,50446.2,32926.6,37818.8
3249.75,935.284,3050.73,6146.7,7111.21
5319.17,3397.31,3454.95,3604.48,1214.24
41.17,51.8049,75.76,105.594,78.3949
127.72,195.471,211.63,110.572,64.9086
9165.51,7319.38,3297.72,4399.79,3784.93
525.69,295.873,1915.71,2825.3,1077.29
2509.82,880.044,1495.78,10810.6,12606.6
17159.6,14859.6,14319.5,13479.1,19597.4
53.94,53.9677,69.918,76.1769,102.683
66.18,92.5833,63.7362,59.8164,52.7701
3776.26,4077.88,1369.28,409.462,140.098
