12,44,94,30,48
86,11,1,52,26
34,92,2,62,70
63,99,86,80,63
46,37,74,47,42
2,78,99,44,92
17,8,88,63,39
36,2,50,38,54
28,24,98,31,86
68,46,37,54,79
52,53,68,26,0
10,80,30,10,25
74,79,33,63,42
72,51,44,75,41
51,3,65,1,86
3,70,85,41,76
64,93,29,32,72
82,43,52,64,5
29,39,84,63,2
78,87,53,23,62
95,26,18,12,27
56,16,49,41,57
26,5,2,7,90
74,41,33,79,58
90,8,97,74,23
51,52,11,4,27
25,51,53,95,16
33,52,32,82,45
41,60,51,43,20
41,70,13,26,49
71,68,9,68,42
33,19,46,96,76
26,73,79,79,21
95,64,25,79,47
70,20,7,73,64
79,66,86,93,44
87,64,12,96,85
6,81,4,53,29
32,31,55,12,10
76,59,27,1,39
74,23,59,33,97
75,13,63,13,6
8,0,22,20,97
7,27,30,64,32
60,48,63,15,60
25,43,72,52,44
63,78,67,74,12
16,50,77,80,63
83,40,64,57,12
13,65,91,95,81
75,55,29,38,22
42,16,65,66,20
9,29,51,29,3
63,97,5,92,29
69,27,69,85,84
82,50,1,73,45
82,49,53,64,39
75,6,7,41,72
80,2,53,31,83
56,46,81,62,90
62,83,17,32,20
1,66,70,3,91
67,37,40,20,53
32,48,11,91,41
35,23,43,88,6
79,45,4,12,59
94,74,42,11,58
62,13,24,84,68
16,3,57,8,76
11,92,24,22,84
17,58,7,60,98
14,91,43,18,3
54,65,30,96,76
88,10,41,13,46
61,81,50,71,89
78,82,82,54,56
18,71,66,25,83
65,91,75,60,62
30,15,27,60,63
55,1,26,97,66
24,10,47,26,81
36,4,15,70,58
72,88,29,90,66
13,55,57,40,68
71,70,35,98,83
98,6,84,76,55
50,1,65,97,27
47,85,32,62,8
42,86,96,72,77
62,37,84,72,77
4,43,47,39,94
30,38,0,66,14
55,16,67,20,65
95,19,3,79,34
11,21,20,59,45
49,22,82,86,94
11,90,89,59,30
83,41,20,83,60
86,38,28,6,11
46,1,30,49,32
64,12,53,37,71
51,38,45,85,76
91,97,67,81,8
49,64,49,21,48
9,59,38,90,65
49,36,18,80,85
50,96,49,56,33
20,7,24,18,92
0,9,41,19,90
49,20,55,51,41
55,12,53,93,2
18,43,38,37,75
75,39,71,24,95
57,45,54,33,15
99,33,24,40,5
15,90,25,22,41
67,29,53,20,22
8,90,17,46,27
44,22,19,68,46
14,25,43,69,10
58,20,95,35,60
0,50,2,26,24
95,45,5,1,17
27,9,7,97,7
87,41,29,6,9
28,20,86,71,41
48,82,13,44,17
26,44,19,28,70
95,76,15,0,29
32,79,38,92,76
97,79,70,27,37
31,7,9,70,78
3,18,12,16,62
81,42,7,0,23
29,47,99,97,47
80,81,27,18,73
55,67,4,77,94
41,9,1,51,31
32,54,49,96,22
64,78,65,23,30
88,52,78,39,1
25,19,83,4,89
8,12,56,13,89
3,6,50,56,57
81,40,63,31,37
86,95,67,51,18
97,91,22,27,82
24,5,53,7,9
94,15,73,2,80
63,5,87,13,14
96,47,54,60,78
43,98,25,10,1
95,60,44,17,87
26,93,92,31,52
54,25,20,27,27
0,42,85,39,8
99,36,55,5,48
33,49,46,10,59
47,5,19,91,74
7,69,20,51,0
72,5,25,92,85
4,45,27,89,84
35,40,20,90,46
20,75,95,66,85
6,13,42,26,56
69,85,25,89,88
25,61,46,2,54
31,7,51,58,48
35,46,89,8,88
87,28,64,82,47
1,40,12,44,66
69,13,3,94,2
92,20,15,38,74
21,21,81,72,31
82,60,77,71,20
18,10,0,82,44
47,35,84,60,79
3,29,44,6,75
98,50,95,14,40
22,87,13,3,60
45,85,72,74,8
92,92,18,92,26
14,92,62,99,52
93,2,33,38,60
8,88,63,56,54
3,78,42,69,33
54,14,71,26,40
79,70,33,50,14
59,64,58,73,15
10,67,17,95,5
78,56,45,41,12
0,96,90,42,65
75,48,31,46,26
72,78,48,57,80
62,68,44,21,42
60,83,9,29,31
14,7,87,59,0
99,11,97,41,5
14,16,53,98,15
79,70,93,27,79
73,42,47,69,15
89,81,50,98,11
81,64,70,68,76
71,19,87,20,60
93,86,29,98,84
44,78,6,89,57
85,62,51,33,83
66,74,65,69,73
76,50,89,98,19
65,21,90,53,41
51,98,80,32,96
16,28,26,23,17
36,60,31,39,45
14,6,20,31,27
45,59,77,34,58
48,0,79,39,5
73,42,55,5,74
51,21,54,78,44
23,66,57,54,5
2,20,63,74,52
90,19,11,68,6
21,68,58,53,7
15,26,49,70,31
75,21,4,29,51
1,52,17,58,58
75,12,79,38,87
83,81,58,46,49
16,68,69,74,21
77,89,99,26,59
82,2,33,86,83
84,87,36,54,45
94,29,58,25,19
97,8,0,7,55
1,24,23,71,98
96,0,88,95,26
99,77,80,32,63
64,69,3,52,23
48,46,4,58,72
75,55,32,28,63
87,29,87,62,52
37,10,52,77,57
31,77,86,11,61
2,27,30,5,79
5,53,78,9,12
2,37,19,34,65
34,74,46,73,36
99,11,99,3,40
56,34,17,43,98
79,45,77,61,50
9,67,55,87,28
67,89,65,39,75
82,25,49,29,99
38,80,62,37,35
2,93,22,20,88
72,51,33,49,64
35,58,31,91,97
12,10,86,77,49
14,12,27,63,41
26,1,73,88,90
8,90,36,30,62
24,2,65,10,4
30,45,14,13,88
12,25,99,98,55
0,12,67,27,28
60,53,81,85,93
72,45,36,60,28
50,84,82,16,46
86,98,44,1,11
32,13,89,31,63
44,84,28,63,11
56,75,17,89,60
62,61,5,50,73
33,1,10,16,69
56,54,67,0,7
30,85,20,71,68
36,67,52,64,30
16,72,57,85,61
69,47,75,75,98
48,60,51,58,28
20,67,35,87,19
42,69,4,15,41
73,51,8,77,15
91,93,39,48,30
0,18,30,27,45
80,76,57,31,86
38,51,53,73,90
73,67,11,29,82
52,2,33,13,32
48,4,25,39,4
8,40,22,38,67
19,18,95,77,49
34,67,52,87,40
94,12,7,5,42
90,10,96,23,23
28,24,79,54,15
83,14,55,58,52
75,29,70,22,6
71,56,73,75,96
65,69,8,25,74
50,67,84,99,90
59,27,66,38,33
82,74,47,89,32
99,16,61,21,91
20,44,47,45,19
43,63,88,4,88
15,6,55,51,5
97,11,33,16,1
66,50,75,14,91
59,65,8,73,87
99,45,31,98,90
3,94,5,91,98
93,58,56,0,10
62,50,21,47,66
74,13,68,50,79
59,9,45,67,34
84,18,79,67,69
22,70,63,27,14
13,73,72,69,73
82,83,23,55,30
41,82,96,9,32
75,69,93,72,88
28,56,59,59,24
28,81,46,43,9
60,56,82,33,77
7,67,61,83,75
43,76,57,39,38
41,67,7,34,39
47,14,48,58,74
24,38,55,70,81
16,31,89,50,16
19,10,83,32,45
10,75,21,19,15
59,60,82,18,47
73,18,61,21,76
87,45,15,95,16
48,11,99,90,14
15,9,24,50,41
69,13,16,42,32
83,2,93,17,72
40,91,90,53,12
67,41,10,34,36
26,34,99,77,24
13,92,33,89,94
74,10,7,43,53
40,26,7,85,44
79,77,35,22,30
99,41,23,9,75
11,87,9,63,16
34,28,8,19,18
55,94,80,62,89
33,54,15,92,39
11,24,68,46,46
51,98,87,74,59
14,38,99,23,1
15,9,29,76,29
99,31,75,80,93
64,65,0,79,58
91,91,34,60,89
80,11,39,19,37
99,33,27,50,8
28,65,18,10,41
99,9,72,74,41
18,90,7,18,69
17,61,12,51,21
54,83,84,45,2
74,96,87,53,46
95,82,12,65,44
5,64,5,30,38
47,48,28,54,18
50,23,79,14,74
53,20,9,89,18
11,15,14,98,69
61,45,3,25,11
47,30,75,4,12
66,51,60,46,57
30,48,80,62,15
6,15,87,15,56
5,78,72,20,28
41,33,74,44,58
85,43,40,12,47
53,78,51,65,77
8,96,25,41,58
92,47,25,80,15
81,85,93,5,5
22,98,90,96,94
0,81,37,93,45
37,98,24,88,63
53,48,11,30,89
21,23,37,98,3
52,80,88,45,37
46,19,36,36,15
30,89,48,68,82
94,57,80,70,45
95,23,93,7,53
35,80,76,72,79
31,76,11,72,73
48,18,93,84,6
8,15,95,9,35
29,3,44,9,73
41,5,48,34,64
1,69,44,30,93
75,61,21,86,33
95,35,3,88,71
62,48,38,9,9
25,39,12,69,0
37,10,57,85,97
21,39,18,18,69
64,93,82,85,80
16,80,67,19,20
38,81,21,77,43
30,2,82,95,24
82,32,34,40,70
83,13,9,2,31
30,66,77,12,3
57,80,84,76,0
56,14,33,29,91
76,12,46,10,7
70,45,91,56,85
13,40,50,22,42
82,4,60,59,17
63,68,49,99,44
49,56,10,35,37
54,63,49,0,74
8,22,71,0,78
56,13,18,6,88
60,40,44,72,51
13,36,71,63,35
67,12,43,78,99
81,32,15,82,84
41,91,6,12,43
84,20,56,3,26
96,15,19,41,88
70,54,76,94,69
11,61,34,7,39
33,40,23,48,22
7,41,65,13,53
8,50,73,17,53
52,65,20,71,58
60,93,13,36,87
34,0,1,68,7
40,2,47,16,2
21,23,44,39,89
49,47,39,23,16
92,27,82,64,98
40,25,43,5,61
83,40,13,84,8
20,76,62,19,92
17,41,16,13,32
5,62,79,96,37
48,40,64,82,4
14,74,29,58,80
43,93,72,56,77
32,29,53,47,48
98,16,41,14,29
73,71,43,5,67
81,5,7,97,87
63,12,61,45,22
93,88,15,65,96
44,50,77,49,49
26,47,65,19,61
94,45,84,89,2
3,22,7,10,20
94,26,84,55,71
58,49,11,25,66
7,69,68,37,18
17,15,66,34,34
79,80,31,16,70
33,19,92,40,82
12,86,8,48,42
79,6,43,90,31
61,49,52,82,86
71,99,1,89,86
88,68,66,19,36
36,5,56,81,45
90,45,32,98,94
26,29,0,21,19
84,82,20,36,64
7,7,16,60,48
